names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
A Good Lawyer's Wife,08/14/2003 ,61.0,"Drama, Crime","A woman, married and with a child but becoming increasingly distant from her husband who is already cheating on her, reluctantly enters a secret relationship with her neighbor, a teenage boy.","Moon So-ri, Eun Ho-jeong, Hwang Jung-min, Joo Young-jak, Youn Yuh-jung, Hong Byeong-han, Kim In-mun, Ju Chang-geun, Bong Tae-gyu, Shin Ji-woon, Baek Jeong-rim, Kim Yeon, Kim Eung-soo, Yang Taek-sik, Lee Bong-gyu, Town Chief, Jung Woo, Neighborhood Thug", 바람난 가족, Released, Korean,39400000.0,343212876.6,KR
Krampus,12/10/2015 ,61.0,"Horror, Comedy, Fantasy","When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.","Adam Scott, Tom Engel, Toni Collette, Sarah Engel, Allison Tolman, Linda, David Koechner, Howard, Emjay Anthony, Max Engel, Stefania LaVie Owen, Beth Engel, Conchata Ferrell, Aunt Dorothy, Luke Hawker, Krampus, Gideon Emery, Krampus (voice)",Krampus, Released, English,15000000.0,61788393.0,AU
Diary of a Sex Addict,11/23/2001 ,57.0,Drama,A restaurant owner leads a double life.,"Rosanna Arquette, Grace Horn, Nastassja Kinski, Dr. Jane Bordeaux, Michael Des Barres, Sammy Horn, Ed Begley Jr., Dr. Aaron Spencer, Alexandra Paul, Katherine, Simona Williams, Leslie Anderson (as Simone Levin), Eva Jeníčková, Tatiana, Cole Sprouse, Sammy Jr., Dylan Sprouse, Sammy Jr.",Diary of a Sex Addict, Released, English,156600000.0,568184516.6,US
Grenfell,04/07/2023 ,0.0,Documentary,"In December 2017 Steve McQueen made an artwork in response to the fire that took place earlier that year on 14 June at Grenfell Tower in North Kensington, West London. 72 people died in the tragedy. Filming the tower before it was covered with hoarding, McQueen sought to create a record so that it would not be forgotten.",,Grenfell, Released, No Language,241940000.0,175269998.8,GB
The Untold Story 2,04/25/1998 ,49.0,Thriller,"The blood flows freely in this sequel to the first Untold Story, which now finds Anthony Wong Chau-Sang in a different role; in a film that is just as violent and frightening as the original. An unhappily married couple invite the wife's beautiful cousin, who has survived a horrifying experience in Mainland China, to live with them. She has her own special way of overcoming hardship and becomes the master of the barbecue","Anthony Wong, Officer Lazyboots, Melvin Wong Gam-Sam, Police captain, Jamie Luk Kim-Ming, , Helena Law Lan, , Emotion Cheung, Cheung, Paulyn Sun, Fung, Yeung Fan, Kuen", 人肉叉燒包Ⅱ之天誅地滅, Released, Cantonese,70200000.0,716958659.0,HK
9 Songs,07/25/2006 ,57.0,"Drama, Music, Romance","Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","Kieran O'Brien, Matt, Margo Stilley, Lisa, Courtney Taylor-Taylor, Himself - The Dandy Warhols (uncredited), Alex Kapranos, Himself - Franz Ferdinand (uncredited), Guy Garvey, Himself - Elbow (uncredited), Robert Levon Been, Himself - Black Rebel Motorcycle Club (uncredited), Peter Hayes, Himself - Black Rebel Motorcycle Club (uncredited), Gruff Rhys, Himself - Super Furry Animals (uncredited), Jason Stollsteimer, Himself - The Von Bondies (uncredited)",9 Songs, Released, English,1000000.0,1574623.0,US
Dennis the Menace,06/24/1993 ,58.0,"Family, Comedy",Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,"Walter Matthau, George Wilson, Mason Gamble, Dennis Mitchell, Joan Plowright, Martha Wilson, Christopher Lloyd, Switchblade Sam, Lea Thompson, Alice Mitchell, Robert Stanton, Henry Mitchell, Amy Sakasitz, Margaret Wade, Kellen Hathaway, Joey, Paul Winfield, Chief of Police",Dennis the Menace, Released, English,35000000.0,117270765.0,AU
Gantz: Perfect Answer,09/13/2011 ,68.0,"Action, Mystery, Science Fiction, Horror","Perfect Answer begins several months after the events of the first film. Kurono is still fighting aliens under the order of Gantz, a mysterious giant black orb, and he is close to reaching the score he needs to resurrect his friend Kato. Outside his night time missions, Kurono continues to live his normal life, spending time with his new girlfriend Tae. Meanwhile, young pop star Eriko  is being secretly ordered by Gantz to carry out assassinations, and cop Shigeta inches closer towards finding out the truth about the Gantz missions. As the missions begin to get increasingly dangerous for both the alien fighters and the general public, Kurono discovers that the endgame for Gantz is quickly approaching.","Kazunari Ninomiya, Kei Kurono, Kenichi Matsuyama, Masaru Kato, Yuriko Yoshitaka, Tae Kojima, Ayumi Ito, Eriko Ayukawa, Kanata Hongo, Joichiro Nishi, Kensuke Chisaka, Ayumu Kato, Go Ayano, Man in Black 1, Shigeru Okuse, Man in Black 2, Yasuyuki Hirano, Man in Black 4",Gantz: Perfect Answer, Released, Japanese,95380000.0,711465423.2,AU
Citizen Kane,01/23/1942 ,80.0,"Mystery, Drama","Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","Orson Welles, Charles Foster Kane, Joseph Cotten, Jedediah Leland, Dorothy Comingore, Susan Alexander Kane, Ray Collins, Jim W. Gettys, George Coulouris, Walter Parks Thatcher, Agnes Moorehead, Mary Kane, Paul Stewart, Raymond, Ruth Warrick, Emily Norton Kane, Erskine Sanford, Herbert Carter",Citizen Kane, Released, English,839727.0,23218000.0,AU
The Black Cauldron,05/08/1986 ,65.0,"Animation, Adventure, Family","Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.","Grant Bardsley, Taran (voice), Susan Sheridan, Eilonwy (voice), John Byner, Gurgi / Doli (voice), Nigel Hawthorne, Fflewddur Fflam (voice), John Hurt, The Horned King (voice), Freddie Jones, Dallben (voice), Phil Fondacaro, Creeper / Henchman (voice), Arthur Malet, King Eidilleg (voice), Lindsay Rich, Fairfolk (voice)",The Black Cauldron, Released, English,25000000.0,21288692.0,AU
War Horse,12/26/2011 ,73.0,"War, Drama, Action","On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.","Jeremy Irvine, Albert Narracott, Peter Mullan, Ted Narracott, Emily Watson, Rose Narracott, Niels Arestrup, Grandfather, David Thewlis, Lyons, Tom Hiddleston, Capt. James Nicholls, Benedict Cumberbatch, Maj. Jamie Stewart, Celine Buckens, Emilie, Toby Kebbell, Geordie Soldier",War Horse, Released, English,70000000.0,156815529.0,AU
Bilby,10/10/2019 ,82.0,"Animation, Comedy, Family, Adventure","Threatened daily by the deadly residents and harsh environment of Australia’s Outback, a lonesome bilby finds himself an unwitting protector, and unexpected friend, to a helpless (and quite adorable) baby bird.","Dee Bradley Baker, Baby Albatross (voice), David P. Smith, Bilby (voice)",Bilby, Released, English,189000000.0,956517298.0,AU
The Forbidden Legend: Sex & Chopsticks,09/19/2008 ,57.0,"Comedy, Drama, Romance","Based on the classic Chinese novel ""Jin Ping Mei,"" written during the Ming Dynasty. The novel itself is the first full length Chinese fictional work to depict sexuality in explicit manner. The movie (as well as novel) takes place during 1111-1127 and centers around Ximen Quing, a corrupt social climber and lustful merchant who is wealthy enough to marry a consort of wives and concubines.","Wai-Kin Lam, Simon Qing, Norman Chui, Simon Tate, Hikaru Wakana, Moon, Kaera Uehara, Violetta, Serina Hayakawa, Lotus, Minami Matsuzaka, Simon's Mother / Madame Goose, Winnie Leung, Plum, Samuel Leung Cheuk-Moon, Bamboo, Tam Kon-Chung, Hua Zi-xu", 金瓶梅, Released, Cantonese,123000000.0,644020233.2,US
New Initial D the Movie - Legend 2: Racer,05/23/2015 ,82.0,"Animation, Drama, Action","The planned film trilogy retells the beginning of the story from Shuuichi Shigeno's original car-racing manga. High school student Takumi Fujiwara works as a gas station attendant during the day and a delivery boy for his father's tofu shop during late nights. Little does he know that his precise driving skills and his father's modified Toyota Sprinter AE86 Trueno make him the best amateur road racer on Mt. Akina's highway. Because of this, racing groups from all over the Gunma prefecture issue challenges to Takumi to see if he really has what it takes to be a road legend.","Hiroaki Hirata, Bunta Fujiwara, Hiroshi Tsuchida, Kōichirō Iketani, Maaya Uchida, Natsuki Mogi, Mamoru Miyano, Takumi Fujiwara, Yuichi Nakamura, Keisuke Takahashi, Junichi Suwabe, Takeshi Nakazato, Minoru Shiraishi, Itsuki Takeuchi, Shuhei Sakaguchi, Shingo Sjouhi (voice)", 頭文字D Legend2 闘走, Released, Japanese,153000000.0,436172371.4,JP
Identity Thief,02/28/2013 ,58.0,"Comedy, Crime","When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.","Jason Bateman, Sandy Patterson, Melissa McCarthy, Diana, Amanda Peet, Trish Patterson, Génesis Rodríguez, Marisol, T.I., Julian, Robert Patrick, Skiptracer, John Cho, Daniel Casey, Maggie Elizabeth Jones, Jessie Patterson, Mary-Charles Jones, Franny Patterson",Identity Thief, Released, English,35000000.0,175361578.0,AU
A Turtle's Tale: Sammy's Adventures,03/25/2011 ,60.0,"Animation, Family","A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar.","Yuri Lowenthal, Sammy (voice), Gemma Arterton, Shelly (voice), Isabelle Fuhrman, Hatchling Shelly (voice), Melanie Griffith, Snow (voice), Tim Curry, Fluffy (voice), John Hurt, Grandpa Sammy (voice), Robert Sheehan, Ray (voice), Kathy Griffin, Vera (voice), Jenny McCarthy-Wahlberg, Shelly (voice)",A Turtle's Tale: Sammy's Adventures, Released, English,3263585.8,71594792.0,US
Downfall: The Case Against Boeing,01/21/2022 ,71.0,Documentary,Investigators reveal how Boeing’s alleged priority of profit over safety could have contributed to two catastrophic crashes within months of each other.,"John Fantasia, Executive",Downfall: The Case Against Boeing, Released, English,90100000.0,414551647.4,US
Kandahar,05/25/2023 ,0.0,"Action, Thriller","Tom Harris is an undercover CIA operative working in the Middle East. When an intelligence leak dangerously exposes his classified mission and reveals his covert identity, Harris and his translator must fight their way out of the desert to an extraction point in Kandahar, Afghanistan, while eluding the elite special forces hunting them.","Gerard Butler, Tom Harris, Ali Fazal, , Navid Negahban, , Nina Toussaint-White, , Tom Rhys Harries, Oliver Altman, Olivia-Mai Barrett, Ida Harris, Bahador Foladi, Farzad Asadi, Vassilis Koukalani, Bashar, Hakeem Jomah, Rasoul",Kandahar, Post Production, English,226000000.0,175269998.8,RU
Dos más dos,03/31/2022 ,68.0,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,"Tessa Ía, Lucy, Luis Ernesto Franco, Ricardo, Adriana Louvier, Sara, Claudio Lafarga, Carlos, Arath de la Torre, Enrique, Martha Claudia Moreno, Vanessa, Adriana Montes de Oca, Kathia, Juan Carlos Remolina, Pablo Martell, Flor Benítez, Francisca",Dos más dos, Released," Spanish, Castilian",85200000.0,341881840.4,MX
One Piece: Strong World,12/12/2009 ,75.0,"Animation, Fantasy, Adventure","20 years after his escape from Impel Down, the legendary pirate Shiki, the Golden Lion, reappears causing massive upheaval to the Marines. During his long seclusion, he was able to come up with a scheme to bring the World Government to his knees. On his way to execute the plan, Shiki crosses paths with the Straw Hat Pirates and becomes so impressed with Nami's knowledge of meteorology that he abducts her to forcedly enlist her into his crew. Luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for Shiki and Nami.","Mayumi Tanaka, Monkey D. Luffy (voice), Kazuya Nakai, Roronoa Zoro (voice), Akemi Okamura, Nami (voice), Kappei Yamaguchi, Usopp (voice), Hiroaki Hirata, Sanji (voice), Ikue Otani, Tony Tony Chopper (voice), Yuriko Yamaguchi, Nico Robin (voice), Kazuki Yao, Franky (voice), Cho, Brook (voice)", ワンピース フィルム ストロングワールド, Released, Japanese,18706460.0,53000000.0,JP
Mitat,04/07/2023 ,0.0,"Comedy, Drama","It tells the life of Mitat Karaman, who has an extremely ordinary life who goes from home to work, from work to home, when she wakes up one night when the bell rings and opens the door of the apartment by pressing the doorphone button.","Kadir Doğulu, Mitat Karaman, Sinan Albayrak, Kadim Bey, Dilek Serbest, Yıldız Hanım, Bülent Çolak, , İpek Filiz Yazıcı, , Eva Dedova, Ceylan, Zeliha Çetinkaya, Meryem, Beyti Engin, , Gürhan Elmalıoğlu, ",Mitat, Released, Turkish,193540000.0,175269998.8,TR
Overboard,03/17/1988 ,68.0,"Comedy, Romance","Heiress Joanna Stayton hires carpenter Dean Proffitt to build a closet on her yacht—and refuses to pay him for the project when it's done. But after Joanna accidentally falls overboard and loses her memory, Dean sees an opportunity to get even.","Goldie Hawn, Joanna Stayton / Annie Proffitt, Kurt Russell, Dean Proffitt, Edward Herrmann, Grant Stayton III, Mike Hagerty, Billy Pratt, Katherine Helmond, Edith Mintz, Roddy McDowall, Andrew, Brian Price, Travis Proffitt, Jared Rushton, Charlie Proffitt, Jamie Wild, Greg Proffitt",Overboard, Released, English,12000000.0,91244913.0,AU
Bros,10/27/2022 ,70.0,"Comedy, Romance",Two emotionally unavailable men attempt a relationship.,"Billy Eichner, Bobby Leiber, Luke Macfarlane, Aaron, Guy Branum, Henry, Miss Lawrence, Wanda, Ts Madison, Angela, Dot-Marie Jones, Cherry, Jim Rash, Robert, Eve Lindley, Tamara, Monica Raymund, Tina",Bros, Released, English,22000000.0,14800000.0,AU
Pokémon the Movie: Kyurem vs. the Sword of Justice,02/16/2013 ,64.0,"Family, Animation, Action, Adventure, Fantasy, Science Fiction",Ash and his two friends Iris and Cilan help a Keldeo battle against a powerful Dragon-type Pokémon named Kyurem its his test to become a Sacred Swordsman.,"Rica Matsumoto, Ash (voice), Ikue Otani, Pikachu (voice), Aoi Yuki, Iris (voice), Minami Tsuda, Axew (voice), Mamoru Miyano, Cilan (voice), Chika Fujimura, Nurse Joy (voice), Kenta Miyake, Station attendant (voice), Unsho Ishizuka, Narrator (voice), Misato Fukuen, Oshawott (voice)", 劇場版ポケットモンスター ベストウイッシュ キュレムVS聖剣士 ケルディオ, Released, Japanese,52390007.0,44057737.0,AU
Leaving Las Vegas,01/23/1996 ,73.0,"Drama, Romance","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","Nicolas Cage, Ben Sanderson, Elisabeth Shue, Sera, Julian Sands, Yuri, Richard Lewis, Peter, Steven Weber, Marc Nussbaum, Kim Adams, Sheila, Emily Procter, Debbie, Stuart Regen, Man At Bar, Valeria Golino, Terri",Leaving Las Vegas, Released, English,4000000.0,49800000.0,AU
My Friend's Wife,12/03/2015 ,52.0,Romance,"I want to spend all night with my friend's wife who is extremely sexy. Jeong-woo is a husband who can't get an erection while his marriage is going down the drain.  A friend and his wife from the States suggest a couples trip and Jeong-woo meets his friend's wife Hye-sook who is extremely sexy. His 'package' keeps getting stimlated every time he sees her. He tries to ignore it but every time he sees her, he gets sexual fantasies. Finally, he suggests to his friend, to 'switch' partners...","Joo Ye-bin, , Je Dong-hwa, , Hee Jeong, , Lim Song-i, , Jeong Tae-min, , Seo Hyeon, , Oh Ji-hoon, , Ji Yeong, ", 내 친구의 아내, Released, Korean,136400000.0,328929749.2,KR
7 Guardians of the Tomb,02/23/2018 ,55.0,"Action, Adventure, Horror",An innocent discovery of a well-preserved mummified Emperor from 200 BC China unearths a 2000 year old nightmare - a secret that should have remained buried.,"Li Bingbing, Jia, Kellan Lutz, Jack Ridley, Kelsey Grammer, Mason, Wu Zun, Luke, Stef Dawson, Milly Piper, Shane Jacobson, Gary, Ryan Johnson, Ethan, Jason Chong, Chen Xhu, Eva Liu, Yin",7 Guardians of the Tomb, Released, English,36494000.0,7910928.0,AU
Mi suegra me odia,12/22/2022 ,55.0,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,"Itatí Cantoral, Regina, Loretto Bernal, Clara, Jerry Velazquez, Patricio, Alexis de Anda, Pili, Willy Semler, Alonso, Andres Feddersen, Fotógrafo",Mi suegra me odia, Released," Spanish, Castilian",70800000.0,591573175.2,MX
The Girl with the Dragon Tattoo,12/19/2009 ,75.0,"Drama, Thriller, Crime, Mystery","Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece","Michael Nyqvist, Mikael Blomkvist, Noomi Rapace, Lisbeth Salander, Lena Endre, Erika Berger, Sven-Bertil Taube, Henrik Vanger, Peter Haber, Martin Vanger, Peter Andersson, Nils Bjurman, Marika Lagercrantz, Cecilia Vanger, Ingvar Hirdwall, Dirch Frode, Björn Granath, Gustav Morell", Män som hatar kvinnor, Released, Swedish,90000000.0,239373970.0,AU
Twitches Too,10/12/2007 ,68.0,"Drama, Family, Fantasy, TV Movie","Reunited witch twins Camryn and Alex adjust to their new life as supernatural beings while at the same time trying to maintain a normal existence in this sequel to the magical Disney Channel original movie Twitches. But they soon find themselves going head to head with the forces of darkness that threaten to destroy their world. Luckily, their birth mother, the powerful Miranda, is on hand to help out.","Tamera Mowry-Housley, Camryn Barnes, Tia Mowry, Alex Fielding, Patrick Fabian, Thantos, Leslie Seiler, Ileana, Karen Holness, Emily Barnes, Arnold Pinnock, David Barnes, David Ndaba, Felix, Kevin Jubinville, Aron, Anna Hardwick, Talking Statue #1",Twitches Too, Released, English,73380000.0,694005046.2,US
Sadako,05/24/2019 ,60.0,Horror,A psychologist connects her missing brother to the strange case of a mysterious little girl believed to be Sadako reincarnated.,"Elaiza Ikeda, Mayu Akigawa, Takashi Tsukamoto, Yusuke Ishida, Hiroya Shimizu, Kazuma Akigawa, Himeka Himejima, Jinko, Renn Kiriyama, Minori Fujii, Rie Tomosaka, Hatsuko Sobue, Jitsuko Yoshimura, old woman, Taro Suwa, ", 貞子, Released, Japanese,5320000.0,5589910.0,JP
The Woman in Black 2: Angel of Death,05/18/2015 ,52.0,"Thriller, Horror, Drama","40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.","Phoebe Fox, Eve Parkins, Helen McCrory, Jean Hogg, Jeremy Irvine, Harry Burnstow, Oaklee Pendergast, Edward, Ned Dennehy, Old Hermit Jacob, Adrian Rawlins, Dr. Rhodes, Leanne Best, Woman In Black, Leilah de Meza, Ruby, Amelia Pidgeon, Joyce",The Woman in Black 2: Angel of Death, Released, English,15000000.0,48854305.0,AU
The Moment You Fall in Love,12/17/2016 ,76.0,"Drama, Animation, Romance, Comedy","Following Natsuki Enomoto's confession rehearsals with Yuu Setoguchi, their younger siblings Kotarou and Hina struggle to confess their own love. Despite a disastrous first meeting in middle school with her upperclassman Koyuki Ayase, Hina’s heart is captured by his warm smile. Initially confused by these newfound feelings, Hina soon realizes that she has fallen in love for the very first time.  Chasing after her brother Yuu and her crush Koyuki, Hina also enrolls in Sakuragaoka High School; but the threads of love are far-reaching, and they entangle Hina and her friends. Boisterous but sensitive, Hina hopes to confess her feelings to the tender-hearted Koyuki. Meanwhile, Kotarou, oblivious to his own feelings for her, is determined to always keep Hina smiling.  This movie follows Hina, Kotarou, and Koyuki in high school. Their youthful love forges new relationships, but also threatens to break others.","Tsubasa Yonaga, Ayase Koyuki, Natsuki Hanae, Enomoto Kotarou, Momo Asakura, Setoguchi Hina, Aki Toyosaki, Aida Miou, Haruka Tomatsu, Enomoto Natsuki, Kana Asumi, Hayasaka Akari, Yuki Kaji, Mochizuki Souta, Sora Amamiya, Narumi Sena, Kenichi Suzumura, Serizawa Haruki", 好きになるその瞬間を。～告白実行委員会～, Released, Japanese,57000000.0,641318911.8,JP
When the Bough Breaks,09/09/2016 ,59.0,"Mystery, Thriller, Drama, Horror",A surrogate mother harbors a deadly secret desire for a family of her own with the husband who is expecting to raise her child.,"Morris Chestnut, John Taylor, Regina Hall, Laura Taylor, Jaz Sinclair, Anna Walsh, Romany Malco, Todd Decker, Michael Kenneth Williams, Roland White, Glenn Morshower, Martin Cooper, Theo Rossi, Mike Mitchell, GiGi Erneta, Dr. Grace Park, Micheal K. Douglas, Party Worker",When the Bough Breaks, Released, English,10000000.0,30768449.0,US
Belzebuth,09/13/2021 ,72.0,"Horror, Fantasy","While leading a police investigation of a massacre in a public school at the border of Mexico and U.S.A, special Agent Emanuel Ritter links this strange case to the coming and rising of the ancient demon Belzebuth. But in order to stop the trail of upcoming infanticides, Ritter shall have to confront himself before dealing with the forces of good and evil.","Joaquín Cosío, Emmanuel Ritter, Tobin Bell, Padre Vasilio Canetti, Tate Ellington, Ivan Franco, José Sefami, Demetrio Vega, Yunuen Pardo, Beatriz Rubio, Liam Villa, Niño Isa Rubio, Conde Fabregat, Cristo - Belzebuth, Aurora Gil, Marina Ritter, Aida López, Elena Fernández",Belzebuth, Released," Spanish, Castilian",3600000.0,117019296.6,AU
[REC]³ Genesis,03/30/2012 ,52.0,Horror,A pair of newlyweds must fight to survive when their wedding reception descends into chaos and carnage when their guests become infected by a virus that turns them into hungry zombies.,"Leticia Dolera, Clara, Diego Martín, Koldo, Ismael Martínez, Rafa, Àlex Monner, Adrián, Borja González Santaolalla, Atún, Emilio Mencheta, Víctor, David Ramírez, Canon, Miguel Ángel González, John Esponja, Ramon Agirre, Danilo", [REC]³ Génesis, Released," Spanish, Castilian",6400000.0,11019975.0,ES
The Brothers Grimm,11/24/2005 ,58.0,"Adventure, Fantasy, Action, Comedy, Thriller","Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.","Matt Damon, Wilhelm Grimm, Heath Ledger, Jacob Grimm, Lena Headey, Angelika, Peter Stormare, Cavaldi, Monica Bellucci, Mirror Queen, Mackenzie Crook, Hidlick, Roger Ashton-Griffiths, Mayor, Jonathan Pryce, Delatombe, Richard Ridings, Bunst",The Brothers Grimm, Released, English,80000000.0,105299638.0,AU
The Girl on the Train,10/06/2016 ,64.0,"Thriller, Mystery, Drama","Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.","Emily Blunt, Rachel Watson, Rebecca Ferguson, Anna Watson, Haley Bennett, Megan Hipwell, Justin Theroux, Tom Watson, Luke Evans, Scott Hipwell, Allison Janney, Detective Sgt. Riley, Edgar Ramírez, Dr. Kamal Abdic, Lisa Kudrow, Martha, Laura Prepon, Cathy",The Girl on the Train, Released, English,45000000.0,174278214.0,AU
Another Earth,10/29/2011 ,67.0,"Drama, Science Fiction","On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.","Brit Marling, Rhoda Williams, William Mapother, John Burroughs, Matthew-Lee Erlbach, Alex, Meggan Lennon, Maya Burroughs, AJ Diana, Amos Burroughs, Kumar Pallana, Purdeep, Bruce Colbert, Symposium Speaker, Paul S. Mezey, Symposium Speaker, Ana Valle, Symposium Speaker",Another Earth, Released, English,175000.0,2102779.0,AU
Before Sunrise,02/24/1995 ,80.0,"Drama, Romance","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","Ethan Hawke, Jesse Wallace, Julie Delpy, Céline, Andrea Eckert, Wife on Train, Hanno Pöschl, Husband on Train, Haymon Maria Buttinger, Bartender, Erni Mangold, Palm Reader, Karl Bruckschwaiger, Guy on Bridge, Tex Rubinowitz, Guy on Bridge, Dominik Castell, Street Poet",Before Sunrise, Released, English,2500000.0,5691852.0,AU
Disobedient,02/14/2023 ,33.0,Drama,"Twenty-year-old Elya is a student and a future ecologist. One day, Matvey, the head of a construction company, comes to her university to talk about a development plan on the site of an old forest park. Elya does not hesitate to smash his project to smithereens. Matvey is intrigued by the girl's self-confidence and uses his usual methods of influence - he simply tries to ""buy"" her. But Elya doesn't need a sponsor. Then Matvey, surprised by her impregnability, offers Elya a bet: seven romantic days according to his rules. If after that the girl still decides to leave, he will refuse to build a skyscraper in the forest park. She agrees when Matvey really suspends the design work. Elya sees herself as something like the heroine of the film Pretty Woman, but Matvey turns out to be not at all the person she imagined.","Alexander Petrov, , Anastasiya Reznik, , Yan Tsapnik, , Anna Churina, , Nikita Tarasov, , Vladislav Vetrov, , Semen Arzumanov, , Nelli Nevedina, , Gleb Kulakov, ", Непослушная, Released, Russian,50641000.0,323787336.6,RU
Undryable Younger Cousin,02/01/2021 ,10.0,Drama,"So-jeong, who lives with her older brothers, is living as a sex partner with her younger brother, Sang-woo, without her eldest brother Min-woo.  However, I'm worried that Sang-woo's reaction isn't cool these days. Sang-woo started seeing his ex-girlfriend again.  Meanwhile, Min-woo witnesses So-jeong and Sang-woo having sex one day...","Sang Woo, , Rika, , Lee Min-woo, , Yoo Jin, ", 못말리는 사촌동생, Released, Korean,198540000.0,38157314.0,KR
Ghost in the Shell 2: Innocence,08/27/2005 ,73.0,"Animation, Drama, Science Fiction","Cyborg detective Batou is assigned to investigate a series of murders committed by gynoids—doll-like cyborgs, which all malfunctioned, killed, then self-destructed afterwards. The brains of the gynoids initialize in order to protect their manufacturer's software, but in one gynoid, which Batou himself neutralized, one file remains: a voice speaking the phrase ""Help me.""","Akio Otsuka, Batou (voice), Koichi Yamadera, Togusa (voice), Atsuko Tanaka, Motoko Kusanagi (voice), Tamio Ohki, Section 9 Department Chief Aramaki (voice), Yutaka Nakano, Ishikawa (voice), Hiroaki Hirata, Koga (voice), Masaki Terasoma, Azuma (voice), Sumi Mutoh, Mysterious Woman (voice), Yuzuru Fujimoto, Criminal (voice)", イノセンス, Released, Japanese,2037792.0,9789651.0,AU
Thawing Out,01/31/2009 ,59.0,"Comedy, Drama","Léo is dragged to a nudist camping resort by his mother. Like most boys at the age of 12 or 13, being nude in public holds little appeal for Léo, who protests by wearing extra layers. Until he meets a certain special girl, who captures his heart and releases his inhibitions.","Marc Beffa, Léo, Géraldine Martineau, Antoinette, Zazon Castro, Caroline, Laurent Roth, Big Léo, Lauren Chini, Antoinette's Friend, Natanaël Sylard, Antoinette's Friend, Laura Luna, Antoinette's Mother, Philippe Caulier, Antoinette's Father, Bernard Abtey, Extra", La Fonte des neiges, Released, French,135140000.0,665303616.4,FR
